H_combined1,H_combined2,H_combined3,H_combined4,H_combined5,H_combined6,H_combined7,H_combined8,H_combined9,H_combined10,H_combined11,H_combined12,H_combined13,H_combined14,H_combined15,H_combined16,H_combined17,H_combined18,H_combined19,H_combined20,H_combined21,H_combined22,H_combined23,H_combined24,H_combined25,H_combined26,H_combined27,H_combined28,H_combined29,H_combined30,H_combined31,H_combined32,H_combined33,H_combined34,H_combined35,H_combined36,H_combined37,H_combined38,H_combined39,H_combined40,H_combined41,H_combined42,H_combined43,H_combined44,H_combined45,H_combined46,H_combined47,H_combined48,H_combined49,H_combined50,H_combined51,H_combined52,H_combined53
0.913000629150754,0.911296997109234,0.961717305303257,0.987690544126868,1.13410198774247,0.986784831219492,1.06156827827177,1.06637576693936,0.935828105669439,1.01735631360955,0.961523060219968,1.05833728981614,0.929297518686091,0.887919117270892,0.967018064869849,1.047795399771,1.06265491356133,1.04880300531365,0.999652407424075,0.908532111787766,0.928915159928711,1.12795486382267,0.878714594053004,0.977355140069611,1.07399702593757,1.02106855534955,1.05025075521982,0.871662043393634,1.13620528731352,0.94143415117924,1.1289529233202,0.968239070506827,0.900281547930705,0.889676563820293,1.16795067445047,0.917603972735547,1.00424362734596,0.927907247489107,1.09212364618799,0.94583649652545,0.870117137807806,1.01212605432401,0.85053835497669,0.961690237188048,1.00977839592238,1.11146151373887,1.07839917161937,0.948526737393316,0.901869723631211,0.954304248617898,sub-MBRC01AAF,task-rs,run-01
0.913000629150754,0.911296997109234,0.961717305303257,0.987690544126868,1.13410198774247,0.986784831219492,1.06156827827177,1.06637576693936,0.935828105669439,1.01735631360955,0.961523060219968,1.05833728981614,0.929297518686091,0.887919117270892,0.967018064869849,1.047795399771,1.06265491356133,1.04880300531365,0.999652407424075,0.908532111787766,0.928915159928711,1.12795486382267,0.878714594053004,0.977355140069611,1.07399702593757,1.02106855534955,1.05025075521982,0.871662043393634,1.13620528731352,0.94143415117924,1.1289529233202,0.968239070506827,0.900281547930705,0.889676563820293,1.16795067445047,0.917603972735547,1.00424362734596,0.927907247489107,1.09212364618799,0.94583649652545,0.870117137807806,1.01212605432401,0.85053835497669,0.961690237188048,1.00977839592238,1.11146151373887,1.07839917161937,0.948526737393316,0.901869723631211,0.954304248617898,sub-MBRC01AAF,task-rs,run-02
0.912945473044373,1.05675715032708,1.07636660501498,0.908062831354729,1.16588922071918,1.09378247637514,1.13096790437055,0.955427263256103,0.799352277582444,0.958308319507397,1.01943269721616,1.03933416048333,0.994638564186949,1.04774123769907,0.961980574844165,1.06521296874808,1.10750698746803,1.06016693594139,1.01218279982178,0.85761866965448,1.07139839591184,1.10836533116714,0.799106970916794,1.0432308298959,1.10164626167418,1.03229285105361,0.924041523736634,0.936913196125978,1.13485201191382,0.961681947500675,0.969111029412892,0.936335413927319,1.02015182830365,0.919630358156885,1.07283090217163,1.00914818081659,0.920385522301887,0.826673476940099,0.960983713417527,0.947526434265243,0.870675578573783,1.09455243439273,0.825820959371936,0.946944533482941,0.998290576032868,1.14849555479585,1.06684479146993,1.09878613237348,0.808447936113263,0.94096936657103,sub-MBRC01AAF,task-rs,run-03
0.798899283864611,0.770496247147582,1.01290961529076,0.912521216405755,0.959048418668409,0.87462693108289,0.93706923519786,1.00123725520004,0.927638078424318,0.905312111471942,0.840399996196628,0.878533697497681,0.992176335516286,0.909285567301932,0.794165233005416,0.818435664063097,0.909067189868709,1.00431492288407,0.813774525163233,0.986335377116417,1.02847222307602,0.8417489345573,0.71799774910201,0.900773784343053,1.00622103377489,0.820948564500507,0.806905340765489,0.818450098388458,0.874488842107268,1.00533266329628,0.980584650403187,0.841362518093574,0.664671416116471,0.83104188302241,1.00696628453514,0.882233542032545,0.78114697411474,0.776638852763217,0.907038736985466,0.967945249449612,0.751198424651979,0.962944805199275,0.774024045600819,0.910898569059372,0.903370344041201,0.920038322705396,0.917731941282459,0.792423082629843,0.766912135417018,0.858007591399228,sub-MBRC01AAF,task-rs,run-04
0.705656445399338,0.833968351486645,0.91678296615634,0.979793744666897,1.07294533013387,0.909003771586915,1.11043687647455,1.048122894769,0.818838387687969,0.884318697717726,0.781118724260965,0.871830353066803,0.941161666529404,0.99126004986604,0.866088859707107,0.928816366588788,0.964690422772875,0.91233706747411,0.889462316320913,0.86050148471497,0.944709760484398,0.961906375664869,0.756884190247959,0.914879116500362,1.0717516485901,1.07593557703515,0.98531244987548,0.809875774045561,1.05437990917551,0.924517320167304,1.10689699791035,0.782801226318286,0.712565028046881,1.05342788692412,1.11135267983521,0.804163052562788,0.873389156756624,0.774420942937676,0.833825991226816,0.819673092756072,0.75693626557319,0.854659544144143,0.71173789512886,0.844056847441987,0.880431095674173,1.1574990649246,0.85821785712064,1.02883324506264,0.911015250707522,0.771734008234926,sub-MBRC01AAF,task-rs,run-05
0.847905134249034,0.886363176124228,0.804335289567369,1.00062586649932,1.16107492997804,0.943571060375515,1.18569406214609,0.858698185888609,0.925490663559595,0.934831392590417,0.88864718106678,1.06879657663326,0.919693212022918,1.018723766892,0.783677801280175,0.86017492047632,0.97891483445783,0.938604289699503,0.934389867375657,1.06912986624753,1.03325754989294,1.07394007340469,0.956719490770931,1.00041489380629,0.934013794421587,1.02971198355195,0.860224468957505,0.902260615694438,1.0269474960176,1.12230960768692,1.05393720455399,0.954280747916581,0.906483722341854,0.939014331386796,1.23190572766132,0.824766276260915,1.02967352064614,1.04227987407205,0.874642772693942,1.03836607361519,1.04860275197617,0.886201618139545,1.03657851580661,0.740577177865162,0.947181791866319,0.981846842520562,1.03087007661161,0.830033225561786,0.902452204922047,0.956839185940196,sub-MBRC01AAM,task-rs,run-01
0.995215612234059,1.03895020704035,1.08939568941248,0.91188345565235,1.2065767193433,0.984667610932642,0.995043285107307,0.937277134376335,0.975823869101976,1.04490803024877,0.99121402362506,1.04979896849345,0.928850550962896,0.968747052250534,0.921099933811679,0.963581445097021,0.980304192485569,0.793552626854041,0.924594380332543,0.991543118837924,0.956611171594581,0.953892381856614,1.03407588567191,0.970712194977452,1.12358622414056,0.972008022534735,0.99055525312525,0.99318317650138,1.13306510658239,1.04444254583283,1.0731552381859,0.948219798432414,1.08186506871878,1.03963017328462,1.21971031807087,0.964378504592478,0.883157350775634,1.0414343654972,1.03647886419692,1.06276644245075,1.04063000998414,0.933417393525237,0.981954636040629,0.952604063823568,1.03381853032998,1.1432989744789,0.940676343067188,1.15144138584443,1.01525243916062,1.07861865326922,sub-MBRC01AAM,task-rs,run-02
0.904581329901486,1.14945143959373,1.0263235372877,0.771335258152392,1.11095062743111,0.972471629931806,1.14511869706201,0.897037404725616,1.05152966829698,1.057376390862,1.0242065753393,0.952096608871132,0.978958845688485,0.985338349917165,0.860169051472606,0.918322653611897,1.0401379761806,0.881871984691782,0.80101288813235,0.956175267432839,1.06380098451706,0.835815078648373,1.00746475395039,0.986520435575832,0.896433519680609,0.963775449834196,0.933135311842826,0.890310909774713,1.08071685133946,1.07284524808843,1.14858160490774,0.860448338395527,0.975979181738219,0.910579240827018,1.24343340693383,1.04720664768829,0.810935185145308,0.938762132608183,0.916326370758383,1.01334047285539,0.943301086508907,0.870675037443922,0.954250685314542,0.921417495189259,1.02919737289184,1.04070269072906,0.933736545459454,1.06015684457343,1.01894788130234,0.960756977205691,sub-MBRC01AAM,task-rs,run-03
0.959870071072168,1.04639417835079,0.98501815581768,0.899097871133485,1.03732534544517,1.05259924345985,1.07273060523932,0.994225150025125,0.919777549834895,0.899198457757514,0.979396754910751,0.962701898375682,0.865074570260471,0.791096021169364,0.880616479500855,0.992023519938744,0.922136664335577,0.997690207373778,0.915033911211571,1.02120967382498,1.00907658458285,0.990599270587869,0.860429518123572,1.07087699061177,0.949923146950772,0.990319208715839,0.997960197117897,0.895825069805192,1.00085685159843,0.889514710146395,1.02158263333855,0.815721298847754,0.824306582065326,0.989685207669426,1.06099950075128,0.851728104530543,0.859419645251496,0.816751471634449,0.924281560574268,0.766339869583934,0.825171749317443,0.933935602390774,0.763439735136123,1.01106154712575,1.02707374119186,1.05449248330362,0.992029657333486,1.0120749077083,0.857812933894771,1.04635825796917,sub-MBRC01AAM,task-rs,run-04
1.05495050212141,1.03911135359465,1.00741066783385,0.994844453117688,1.18782747767788,0.915461894907998,1.20601686422577,0.884632976347177,1.08370895777349,1.05494955351815,1.0243478331676,1.03632850485174,0.823878188480696,0.892013483514151,0.902945976743095,1.07693488803146,1.02723976064304,1.06161257993742,0.908114017767463,1.07447732764358,0.951709171545513,0.896484982733803,0.844685501279766,1.03149403549948,1.05508581676726,0.908618736631819,0.889359184544637,0.81355929080141,1.07799778018078,1.12979189982666,1.11769224751001,0.875582894127218,0.839993172892262,0.846081409337165,1.22651203864835,0.922362892471352,0.784268386126563,0.753071795668477,1.06036781389006,1.06593654181433,0.803694168803752,0.8275859371899,1.12579929480403,0.999972831752845,1.08218245969275,1.27586693429825,1.00695326142679,1.03918058795359,0.895715127812669,1.01176543444425,sub-MBRC01AAM,task-rs,run-05
