age,ID,Condition,age,ID,Condition,age,ID,Condition
0.1346254917507155,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual
0.1590122936355213,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual
-0.3872201928809146,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual
-0.1259685014613759,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual
0.1807994014839006,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual
-0.1679816366534127,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual
0.5580156765061443,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual
-0.861408458343849,sub-MBRC01ABF,individual,-0.861408458343849,sub-MBRC01ABF,individual,-0.861408458343849,sub-MBRC01ABF,individual
-0.18087241307678567,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual
0.08418530414979064,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual
0.4217693386661581,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual
0.10536769641768651,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual
0.08418530414979064,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual
0.1346254917507155,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual,NA,sub-MBRC01ABF,individual
0.0010440061677723905,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual
-0.887017834524678,sub-MBRC01ABM,individual,-0.887017834524678,sub-MBRC01ABM,individual,-0.887017834524678,sub-MBRC01ABM,individual
-0.22459835540034623,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual
-0.8760915244415204,sub-MBRC01ABM,individual,-0.8760915244415204,sub-MBRC01ABM,individual,-0.8760915244415204,sub-MBRC01ABM,individual
-0.005736795154255305,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual
-0.6345630605858357,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual
-0.2505222071954893,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual
-0.46520072557284803,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual
-0.5564777982070124,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual
-0.9954509937657421,sub-MBRC01ABM,individual,-0.9954509937657421,sub-MBRC01ABM,individual,-0.9954509937657421,sub-MBRC01ABM,individual
-0.3021194346122302,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual
-0.43057025224287104,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual
-0.05886568239171182,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual
-0.8760915244415204,sub-MBRC01ABM,individual,-0.8760915244415204,sub-MBRC01ABM,individual,-0.8760915244415204,sub-MBRC01ABM,individual
-0.8760915244415204,sub-MBRC01ABM,individual,-0.8760915244415204,sub-MBRC01ABM,individual,-0.8760915244415204,sub-MBRC01ABM,individual
-0.4198243888301134,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual
-0.8423472806893509,sub-MBRC01ABM,individual,-0.8423472806893509,sub-MBRC01ABM,individual,-0.8423472806893509,sub-MBRC01ABM,individual
-0.04035368293800873,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual
-0.43580427106854513,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual
0.0010440061677723905,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual
-0.8423472806893509,sub-MBRC01ABM,individual,-0.8423472806893509,sub-MBRC01ABM,individual,-0.8423472806893509,sub-MBRC01ABM,individual
-0.488162524510381,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual,NA,sub-MBRC01ABM,individual
